questionType,asin,answerTime,unixTime,question,answer,answerType
open-ended,B0087O6S2A,"Dec 4, 2014",1417680000.0,Hi does this come with a thermocouple?,no,
open-ended,B0087O6S2A,"Sep 6, 2014",1409986800.0,"Your description states that your are selling a td6 but all of your pictures are of a td4, what gives?",I just received mine 8/25/2014 and it was a td4 i called amazon and they said they would refund my money but it is a out side seller so they (Amazon)could not just send me the right one as an exchange all they could do is a refund. I wanted a td6 but I went ahead and used the 4 and it works fine 6 is just bigger size wise I think thats the only difference hope this helps,
open-ended,B0087O6S2A,"Mar 6, 2014",1394092800.0,does it display temperature in C or F ?,"It will display C or F. You'll get a small print manual with the PID which covers the basics, and you can visit the website for more info if you want to see how to change between C and F.",
open-ended,B0087O6S2A,"Jan 22, 2014",1390377600.0,Any idea if you can draw 5v off of this for a fan while still running the SSR?,"I don't think so, the rating for output is 4 volts I think and only when its switched on but that depends on the input voltage, but it does need a fan, that heat sink isn't good enough for 240 at 25 amps full load",
open-ended,B0087O6S2A,"Oct 18, 2013",1382079600.0,"i just got my unit today along after hours of trying to figure out the manual i gave up, its turning mat on n off rapidly. the out 1 light is flashing and the alm light is staying on. i need directions in English also how do you set the temp...",Here is a YouTube video that gives a pretty good tutorial to get the controller to do what you want: http://youtu.be/KtaLrs8ZVSo,
open-ended,B0087O6S2A,"Oct 5, 2013",1380956400.0,how easy is this to wire to a heat mat?,Real easy. I had no prior electronics experience and followed the instructions and it worked great. I used it for an electric kiln.,
yes/no,B0087O6S2A,"Sep 1, 2013",1378018800.0,does this have a manual %output adjustement,"yes,but very hard to understand.broken Chinese.by the way my name is bill George.",?
yes/no,B0087TMUQ8,"Mar 15, 2014",1394866800.0,can i know what the thickness this product can measure ? i wanna using it for pipes thickness measurment,"This device makes outside measurements, so you could use it to measure the outside diameter of the pipe, but not the inside diameter. On my unit, the maximum opening of the measurement surfaces is about 1.07 inches, and the unit is specified to measure 1 inch max. On very large pipe diameters you could also approximate the wall thickness, but the inside diameter of the pipe would need to be greater than one-half inch for the micrometer to even fit inside, and the measurement surface area is about one-quarter inch in diameter. (So the wall thickness of small pipes can't be measured accurately without doing some extra math to account for the curvature of the pipe wall.)",?
open-ended,B0087TMUQ8,"Jul 28, 2014",1406530800.0,bonus ball attachment installed?will the unit have to be recalibrated if I remove the ball? who knows this? I do not want a ball.,"The ball is something you either use or not. To compensate for the ball or not you ""calibrate"" the tool, which is basically a ""nulling"" at any point you want to have as a reference. I believe mine came with the ball unattached, but in the box.",
yes/no,B0087TMUQ8,"May 9, 2014",1399618800.0,Does it need a battery?,yes. It uses a CR2032 Lithium battery.,Y
yes/no,B0087TMUQ8,"Apr 12, 2015",1428822000.0,I use a lot of poly bags at work that I would like to measure... 1 - 2 mil thick. Will this work?,"It will work. Very good quality mic for the money. FYI, there are mics out there made specifically for measuring soft materials. They have wider contact surfaces. Starrett comes to mind, there may be others.",?
open-ended,B0087TMUQ8,"Aug 29, 2014",1409295600.0,The thimble looks like cheap plastic. Is it quality. or junk?,Very accurate light weight and durable,
yes/no,B0087TMUQ8,"Mar 31, 2014",1396249200.0,Can this output readings to a computer?,"yes. look up ""igaging spc usb cable for micrometers"" (on amazon), there's a picture of that cable with this accuremote micrometer plugged into the top (the flap hides the mini(?) usb port).",Y
yes/no,B0087ZTN08,"Dec 21, 2013",1387612800.0,Does this SSR provide optical isolation between the control inputs and the line outputs?,The low level inputs are optically coupled to the high power switched side. Note this switch is only suitable for AC as it appears to be an optically coupled TRIAC and will latch with DC.,?
open-ended,B0087ZTN08,"Mar 11, 2015",1426057200.0,I'm planing on using the RPi to control 2solid state relays to turn on my water heater when I need it,"Ok, I use it to turn on a 1500watt water heater and another to control an 8 amp pump.",
open-ended,B0087ZTN08,"Mar 10, 2015",1425970800.0,I'm planing on using the RPi to control 2solid state relays to turn on my water heater when I need it,"this SSR needs 7.5ma in the input, you should be fine with arduino and RPi setups.",
open-ended,B0087ZTN08,"Mar 10, 2015",1425970800.0,I'm planing on using the RPi to control 2solid state relays to turn on my water heater when I need it,"I have used solid state relays for heavy loads. Make sure your electrical load does not exceed the capacity of the relay. Two relays should be used for a 220 VAC power source. One for each power leg. Turning on both relays at the same time is no problem. On the other hand, I'd prefer using a 2 pole mercury relay that usually has a 120 VAC coil. Grainger carries such a unit. example: Item # 12N674 www.Grainger.com",
yes/no,B0087ZTN08,"Feb 3, 2015",1422950400.0,Can I use this to turn on a 2000 W electric baseboard heater?,"yes, but your control power has to be dc. May be better off with a definate purpose contactor.",Y
yes/no,B0087ZTN08,"Jan 21, 2015",1421827200.0,"Would this SSR be suitable for a 1hp inductive load? Specifically, two parallel 0.5hp cage fans.","I have been using it to control a chest freezer compressor, which I believe to be an inductive load, for two months now and it's going strong. Check the current ratings on the fans, but I think you'd be okay.",?
yes/no,B0087ZTN08,"Apr 9, 2014",1397026800.0,Does this relay come with the heat sink.,"When I purchased them, they did come with heat sinks -",?
yes/no,B0087ZTN08,"Jun 19, 2014",1403161200.0,is this a zero crossing relay?,"Yes, it is. The datasheet: http://www.anv.com.tw/pdf%5Ccs-SSR.pdf",Y
open-ended,B00882U782,"May 19, 2014",1400482800.0,Should i get this one or the v1.2? Is it worth the $50 extra? I'm planning to use this with a Audio-Technica ATH-M50,"If you value the sound quality over the functionality the answer is yes, but the differences are subtle sound refinements. The V1.2 has sound subtleties or refinements that puts the Dragonfly on par with the competition like HRT Microstreamer, witch is said to posses the smoother sound and also the most detailed, but that it is also slower and a bit less exiting. The V1.0 has a sound that has been qualified as a bit harsh. It has ""attack"", its fast and this is good for rock or jazz but produces more fatigue on longer sessions. The V1.2 is smoother and this can be heard with the ATM50.",
open-ended,B00882U782,"Dec 29, 2012",1356768000.0,Is it better to plug the dragonfly into a USB2 port or is it ok to plug into a USB3 port?,"There won't be any performance advantage with USB3 port because data transfer to Dragonfly is well below maximum transfer rate for USB2. If you have any USB3 devices, such as external hard drive, you might as well reserve that port for them because they can use much higher transfer rate and data is simultaneously bi-directional.",
yes/no,B00882U782,"May 6, 2013",1367823600.0,Are there problems using the Dragonfly dac with a home receiver ?,"No, you would get a cable that takes the small headphone plug and has a stereo rca out. I got one for my daughter so she can run an integrated amp. I think we bought an Audioquest cable for about $35 that works very well.",N
open-ended,B00882U782,"Jan 3, 2013",1357200000.0,Can you plug an ipod into the dragonfly? Do you need a special adapter?,No; you cannot at this time. DF requires a powered USB input and can only function via computer or properly configured AV device such as a receiver equipped with USB.,
open-ended,B00882U782,3 days ago,,"How does its DAC lineout connected to home hifi or studio monitors compare to entry fullsize DACs like Dacmagic100, Music Fidelity v90 or Arcam rDac ?",You need a 3.5mm jack to RCA cable. You can then plug the RCA's into your amplifier. It's exactly the same cable you would use to plug an iPhone into your stereo.,
yes/no,B00882U782,12 days ago,,Will this converter work with a Chrome Pixel 2?,If you have a usb port you put this in that port and then plug headphones into dragonfly thereby bypassing soundcard in computer,Y
open-ended,B00882U782,"Apr 15, 2015",1429081200.0,How is this compared to my 2011 MacBook Pro's internal DAC?,"it bypasses the built-in DAC, so you're passing through the full WAV or AIFF file to your audio equipment. If you're playing on headphones, you will hear the difference - but the real value comes when you pass the file off to high end audio equipment.",
open-ended,B00882U782,"Dec 21, 2014",1419148800.0,Can I use Dragonfly to convert music from my PC to a 2-channel amplifier or do I send the sound through the 2 -channel Pre Amplifier ?,Either will work. If you plug into the pre-amp your PC can be one of the components you can select to hear.,
yes/no,B00882U782,"Aug 8, 2014",1407481200.0,Is there a difference between this and version 1.2 in sound quality?,"I really dont know but i imagine the newer versions may be slightly more open sound i'm happy with the original, though it does have a fantastic effect on music files with a good set of headphones",Y
open-ended,B00882U782,"Jun 23, 2014",1403506800.0,HRT Headstreamer,"I need more information, but the dac in this is great .put your head phones into end of dac and usb end into computer, it bypasses souncard in computer and you listen thru dac, I have a audio friend who has a store and he told me about it.",
open-ended,B0089DS8WC,"Feb 20, 2014",1392883200.0,"hi, where can i find replacement wheels",Sorry i cannot help you on that one. I do not know.,
